Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
MSan2 / LMF1,P46940,P46940,5.298066908,5.298066908,0,0,2232,P46940,IQGAP1,Ras GTPase-activating-like protein IQGAP1,IQGA1_HUMAN,126,3834.386837,39.34386837,MSan2,LMF1,"ruffle,nucleus,cytoplasm,cytosol,microtubule,actin filament,plasma membrane,focal adhesion,lateral plasma membrane,axon,growth cone,midbody,secretory granule membrane,extrinsic component of cytoplasmic side of plasma membrane,slit diaphragm,cytoplasmic ribonucleoprotein granule,neuron projection,protein complex,membrane raft,extracellular exosome,actin cytoskeleton,microtubule cytoskeleton","GTPase inhibitor activity,GTPase activator activity,calcium ion binding,protein binding,calmodulin binding,phosphatidylinositol-3,4,5-trisphosphate binding,protein kinase binding,protein phosphatase binding,protein domain specific binding,protein complex binding,protein serine/threonine kinase activator activity,S100 protein binding,cadherin binding,Rac GTPase binding,mitogen-activated protein kinase binding","regulation of cytokine production,signal transduction,epidermal growth factor receptor signaling pathway,fibroblast growth factor receptor signaling pathway,negative regulation of GTPase activity,negative regulation of dephosphorylation,cellular response to platelet-derived growth factor stimulus,neutrophil degranulation,positive regulation of MAP kinase activity,positive regulation of GTPase activity,positive regulation of protein kinase activity,platelet-derived growth factor receptor signaling pathway,positive regulation of focal adhesion assembly,cellular response to calcium ion,cellular response to epidermal growth factor stimulus,glomerular visceral epithelial cell development,positive regulation of dendrite development,positive regulation of peptidyl-tyrosine autophosphorylation,positive regulation of cellular protein localization,positive regulation of vascular associated smooth muscle cell migration,neuron projection extension,response to angiotensin"
MSan2 / LMF1,P49327,P49327,-1.713229854,1.713229854,0,0,3456,P49327,FASN,Fatty acid synthase,FAS_HUMAN,161,-69.50234659,0.304976534,MSan2,LMF1,"mitochondrion,Golgi apparatus,cytosol,plasma membrane,membrane,melanosome,glycogen granule,extracellular exosome","RNA binding,fatty acid synthase activity,[acyl-carrier-protein] S-acetyltransferase activity,[acyl-carrier-protein] S-malonyltransferase activity,3-oxoacyl-[acyl-carrier-protein] synthase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity,oleoyl-[acyl-carrier-protein] hydrolase activity,protein binding,drug binding,myristoyl-[acyl-carrier-protein] hydrolase activity,palmitoyl-[acyl-carrier-protein] hydrolase activity,phosphopantetheine binding,protein homodimerization activity,cadherin binding,enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,NADPH binding,3-oxo-pimeloyl-[acp] methyl ester reductase activity","osteoblast differentiation,acetyl-CoA metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,pantothenate metabolic process,mammary gland development,positive regulation of cellular metabolic process,long-chain fatty-acyl-CoA biosynthetic process,oxidation-reduction process,cellular response to interleukin-4"
MSan2 / LMF1,P68371,P68371,-3.205188723,3.205188723,0,0,1728,P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,42,-89.15718489,0.108428151,MSan2,LMF1,"extracellular region,nucleus,cytosol,cytoskeleton,microtubule,microtubule cytoskeleton,extracellular matrix,azurophil granule lumen,myelin sheath,extracellular exosome,extracellular vesicle","double-stranded RNA binding,GTPase activity,structural constituent of cytoskeleton,GTP binding,MHC class I protein binding,unfolded protein binding","G2/M transition of mitotic cell cycle,movement of cell or subcellular component,cytoskeleton organization,microtubule-based process,natural killer cell mediated cytotoxicity,neutrophil degranulation,ciliary basal body docking"
MSan2 / LMF1,P78527,P78527,-0.958144822,0.958144822,0,0,4482,P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,PRKDC_HUMAN,256,-48.52816298,0.51471837,MSan2,LMF1,"nuclear chromosome, telomeric region,nucleoplasm,transcription factor complex,nucleolus,cytosol,DNA-dependent protein kinase-DNA ligase 4 complex,membrane,extracellular matrix,nonhomologous end joining complex","double-stranded DNA binding,RNA binding,protein kinase activity,protein serine/threonine kinase activity,DNA-dependent protein kinase activity,protein binding,ATP binding,transcription factor binding,enzyme binding","somitogenesis,negative regulation of protein phosphorylation,B cell lineage commitment,pro-B cell differentiation,T cell lineage commitment,negative regulation of immunoglobulin production,positive regulation of immune system process,double-strand break repair,double-strand break repair via nonhomologous end joining,cellular protein modification process,brain development,heart development,cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage,response to gamma radiation,response to activity,telomere capping,protein ubiquitination,peptidyl-serine phosphorylation,protein destabilization,positive regulation of type I interferon production,cellular response to insulin stimulus,T cell differentiation in thymus,immunoglobulin V(D)J recombination,T cell receptor V(D)J recombination,ectopic germ cell programmed cell death,regulation of circadian rhythm,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of transcription from RNA polymerase II promoter,positive regulation of fibroblast proliferation,rhythmic process,spleen development,thymus development,positive regulation of developmental growth,regulation of smooth muscle cell proliferation,signal transduction involved in mitotic G1 DNA damage checkpoint,double-strand break repair via alternative nonhomologous end joining,negative regulation of cellular senescence,negative regulation of response to gamma radiation"
MSan2 / LMF1,Q01082,Q01082,-3.308295033,3.308295033,0,0,3726,Q01082,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",SPTB2_HUMAN,217,-89.90505492,0.100949451,MSan2,LMF1,"nucleolus,cytoplasm,cytosol,spectrin,postsynaptic density,spectrin-associated cytoskeleton,axolemma,M band,cuticular plate,protein complex,extracellular exosome","RNA binding,actin binding,Ras guanyl-nucleotide exchange factor activity,structural constituent of cytoskeleton,protein binding,calmodulin binding,phospholipid binding,ankyrin binding,protein complex binding,cadherin binding,GTPase binding","MAPK cascade,mitotic cytokinesis,ER to Golgi vesicle-mediated transport,plasma membrane organization,cytoskeleton organization,common-partner SMAD protein phosphorylation,SMAD protein import into nucleus,axon guidance,Golgi to plasma membrane protein transport,positive regulation of GTPase activity,actin filament capping,membrane assembly,protein targeting to plasma membrane,positive regulation of interleukin-2 secretion,regulation of protein localization to plasma membrane,positive regulation of protein localization to plasma membrane"
MSan2 / LMF1,Q09666,Q09666,4.184438873,4.184438873,0,0,6246,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,430,1718.199842,18.18199842,MSan2,LMF1,"nucleus,cytoplasm,lysosomal membrane,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,membrane,T-tubule,vesicle,sarcolemma,costamere,cell-cell contact zone,extracellular exosome,membrane raft","RNA binding,protein binding,S100 protein binding,cadherin binding,structural molecule activity conferring elasticity","regulation of RNA splicing,protein oligomerization,regulation of voltage-gated calcium channel activity"
MSan2 / LMF1,Q13576,Q13576,4.029880807,4.029880807,0,0,1476,Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2,IQGA2_HUMAN,85,1533.48444,16.3348444,MSan2,LMF1,"cytoplasm,cytosol,plasma membrane,microvillus,cell surface,actin cytoskeleton,lamellipodium,filopodium,secretory granule membrane,extracellular exosome,filamentous actin","actin binding,GTPase inhibitor activity,calmodulin binding,phosphatidylinositol-3,4,5-trisphosphate binding,Rho GTPase binding,Rac GTPase binding,actin filament binding,Arp2/3 complex binding","signal transduction,negative regulation of GTPase activity,Arp2/3 complex-mediated actin nucleation,neutrophil degranulation,thrombin-activated receptor signaling pathway"
MSan2 / LMF1,Q13813,Q13813,-3.190843203,3.190843203,0,0,4482,Q13813,SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",SPTN1_HUMAN,277,-89.04883092,0.109511691,MSan2,LMF1,"extracellular region,cytosol,spectrin,microtubule cytoskeleton,membrane,specific granule lumen,intracellular membrane-bounded organelle,extracellular exosome,extracellular vesicle,tertiary granule lumen","actin binding,Ras guanyl-nucleotide exchange factor activity,structural constituent of cytoskeleton,calcium ion binding,protein binding,calmodulin binding,cadherin binding","MAPK cascade,ER to Golgi vesicle-mediated transport,cytoskeleton organization,axon guidance,neutrophil degranulation,positive regulation of GTPase activity,actin filament capping"
MSan2 / LMF1,Q14204,Q14204,-2.261760508,2.261760508,0,0,6912,Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,DYHC1_HUMAN,331,-79.14826274,0.208517373,MSan2,LMF1,"extracellular region,centrosome,cytosol,cytoplasmic dynein complex,microtubule,membrane,filopodium,extracellular matrix,azurophil granule lumen,extracellular exosome","RNA binding,protein binding,ATP binding,dynein light intermediate chain binding,ATP-dependent microtubule motor activity, minus-end-directed","G2/M transition of mitotic cell cycle,ER to Golgi vesicle-mediated transport,microtubule-based movement,mitotic spindle organization,antigen processing and presentation of exogenous peptide antigen via MHC class II,cytoplasmic mRNA processing body assembly,stress granule assembly,neutrophil degranulation,establishment of spindle localization,ciliary basal body docking"
MSan2 / LMF1,Q15149,Q15149,1.779101589,1.779101589,0,0,6048,Q15149,PLEC,Plectin,PLEC_HUMAN,488,243.212379,3.43212379,MSan2,LMF1,"cytosol,plasma membrane,brush border,focal adhesion,sarcoplasm,hemidesmosome,extracellular matrix,sarcolemma,costamere,intermediate filament cytoskeleton,extracellular exosome","RNA binding,actin binding,protein binding,structural constituent of muscle,ankyrin binding,cadherin binding",hemidesmosome assembly
MSan2 / LMF1,Q16555,Q16555,-3.400178931,3.400178931,0,0,936,Q16555,DPYSL2,Dihydropyrimidinase-related protein 2,DPYL2_HUMAN,35,-90.52794631,0.094720537,MSan2,LMF1,"cytosol,plasma membrane,extracellular exosome,microtubule,membrane","dihydropyrimidinase activity,protein binding,microtubule binding,identical protein binding","nucleobase-containing compound metabolic process,endocytosis,cytoskeleton organization,signal transduction,nervous system development,axon guidance,brain development,regulation of axon extension"
MSan2 / LMF1,Q9NZM1,Q9NZM1,4.533963067,4.533963067,0,0,1440,Q9NZM1,MYOF,Myoferlin,MYOF_HUMAN,114,2216.641769,23.16641769,MSan2,LMF1,"nuclear envelope,plasma membrane,caveola,integral component of membrane,cytoplasmic vesicle membrane,cytoplasmic vesicle,nuclear membrane,intracellular membrane-bounded organelle,extracellular exosome","protein binding,phospholipid binding","plasma membrane repair,muscle contraction,myoblast fusion,blood circulation,regulation of vascular endothelial growth factor receptor signaling pathway,cellular response to heat"
MSan2 / LMF1,Q9Y490,Q9Y490,4.251283694,4.251283694,0,0,3852,Q9Y490,TLN1,Talin-1,TLN1_HUMAN,183,1804.425167,19.04425167,MSan2,LMF1,"ruffle,extracellular region,cytosol,cytoskeleton,cell-cell junction,focal adhesion,cell surface,ruffle membrane,extracellular exosome","integrin binding,structural constituent of cytoskeleton,protein binding,vinculin binding,LIM domain binding,cadherin binding,actin filament binding","platelet degranulation,movement of cell or subcellular component,muscle contraction,cytoskeletal anchoring at plasma membrane,cell-cell junction assembly,cell-substrate junction assembly,viral process,cortical actin cytoskeleton organization,IRE1-mediated unfolded protein response,platelet aggregation"
MSan2 / LMF1,P26038,P26038,3.632029217,3.632029217,8.3E-321,1.85373E-319,1116,P26038,MSN,Moesin,MOES_HUMAN,58,1139.794597,12.39794597,MSan2,LMF1,"uropod,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,microvillus,focal adhesion,basolateral plasma membrane,apical plasma membrane,extrinsic component of membrane,filopodium,pseudopodium,microvillus membrane,vesicle,myelin sheath,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,cell periphery,blood microparticle","double-stranded RNA binding,actin binding,receptor binding,structural constituent of cytoskeleton,protein binding,protein kinase binding,cell adhesion molecule binding","movement of cell or subcellular component,cytoskeleton organization,leukocyte cell-cell adhesion,regulation of cell shape,regulation of cell size,positive regulation of gene expression,gland morphogenesis,membrane to membrane docking,establishment of epithelial cell apical/basal polarity,leukocyte migration,establishment of endothelial barrier,cellular response to testosterone stimulus,positive regulation of podosome assembly,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,regulation of lymphocyte migration,positive regulation of early endosome to late endosome transport"
MSan2 / LMF1,Q63HN8,Q63HN8,3.460719685,3.460719685,1.288878621334E-311,2.76335576413985E-310,1476,Q63HN8,RNF213,E3 ubiquitin-protein ligase RNF213,RN213_HUMAN,144,1000.98254,11.0098254,MSan2,LMF1,"nucleolus,cytoplasm,cytosol,membrane","ubiquitin-protein transferase activity,zinc ion binding,ATPase activity","protein polyubiquitination,angiogenesis,sprouting angiogenesis,ubiquitin-dependent protein catabolic process,protein ubiquitination,protein homooligomerization,protein autoubiquitination,negative regulation of non-canonical Wnt signaling pathway"
MSan2 / LMF1,P00488,P00488,8.130865346,8.130865346,4.50E-306,9.27E-305,882,P00488,F13A1,Coagulation factor XIII A chain,F13A_HUMAN,42,27930.72689,280.3072689,MSan2,LMF1,"extracellular region,platelet alpha granule lumen,blood microparticle","protein-glutamine gamma-glutamyltransferase activity,metal ion binding","platelet degranulation,blood coagulation,peptide cross-linking,blood coagulation, fibrin clot formation"
MSan2 / LMF1,Q86UX7,Q86UX7,5.995754399,5.995754399,8.92E-299,1.77E-297,864,Q86UX7,FERMT3,Fermitin family homolog 3,URP2_HUMAN,45,6281.193596,63.81193596,MSan2,LMF1,"podosome,extracellular region,membrane,cell junction,platelet alpha granule lumen,cell projection,extracellular exosome",integrin binding,"platelet degranulation,leukocyte cell-cell adhesion,integrin-mediated signaling pathway,positive regulation of cell migration,integrin activation,regulation of cell-cell adhesion mediated by integrin,substrate adhesion-dependent cell spreading,platelet aggregation"
MSan2 / LMF1,P08670,P08670,1.856188056,1.856188056,3.30E-298,6.32E-297,1782,P08670,VIM,Vimentin,VIME_HUMAN,90,262.0497754,3.620497754,MSan2,LMF1,"cytoplasm,peroxisome,cytosol,cytoskeleton,intermediate filament,focal adhesion,extracellular matrix,cell leading edge,neuron projection,extracellular exosome,plasma membrane","glycoprotein binding,double-stranded RNA binding,structural constituent of cytoskeleton,structural constituent of eye lens,protein binding,protein C-terminus binding,identical protein binding,scaffold protein binding,keratin filament binding","movement of cell or subcellular component,positive regulation of gene expression,negative regulation of neuron projection development,astrocyte development,viral process,muscle filament sliding,intermediate filament organization,Bergmann glial cell differentiation,SMAD protein signal transduction,lens fiber cell development"
MSan2 / LMF1,Q71U36,Q71U36,-2.694844235,2.694844235,1.78E-296,3.28E-295,1368,Q71U36,TUBA1A,Tubulin alpha-1A chain,TBA1A_HUMAN,42,-84.55559962,0.154444004,MSan2,LMF1,"nucleus,cytosol,microtubule,cytoplasmic microtubule,microtubule cytoskeleton,cytoplasmic ribonucleoprotein granule,myelin sheath,recycling endosome,extracellular exosome","GTPase activity,structural molecule activity,structural constituent of cytoskeleton,protein binding,GTP binding,protein domain specific binding","G2/M transition of mitotic cell cycle,cytoskeleton organization,microtubule-based process,cytoskeleton-dependent intracellular transport,cell division,ciliary basal body docking"
MSan2 / LMF1,P40939,P40939,2.436329017,2.436329017,2.85E-291,5.10E-290,1332,P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_HUMAN,68,441.2627173,5.412627173,MSan2,LMF1,"mitochondrion,mitochondrial inner membrane,mitochondrial fatty acid beta-oxidation multienzyme complex,extracellular matrix,mitochondrial nucleoid","fatty-acyl-CoA binding,3-hydroxyacyl-CoA dehydrogenase activity,acetyl-CoA C-acetyltransferase activity,enoyl-CoA hydratase activity,protein binding,long-chain-enoyl-CoA hydratase activity,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,protein complex binding,NAD binding","fatty acid beta-oxidation,response to insulin,cardiolipin acyl-chain remodeling,response to drug"
MSan2 / LMF1,P48681,P48681,-2.390863665,2.390863665,8.52E-290,1.47E-288,1152,P48681,NES,Nestin,NEST_HUMAN,66,-80.93317759,0.190668224,MSan2,LMF1,"cytoplasm,intermediate filament,extracellular matrix,intermediate filament cytoskeleton","molecular_function,structural molecule activity,intermediate filament binding","G2/M transition of mitotic cell cycle,central nervous system development,brain development,positive regulation of intermediate filament depolymerization,embryonic camera-type eye development,negative regulation of protein binding,negative regulation of catalytic activity,negative regulation of neuron apoptotic process,cell projection morphogenesis,stem cell proliferation,positive regulation of neural precursor cell proliferation"
MSan2 / LMF1,P02545,P02545,4.473410886,4.473410886,1.32E-278,2.21E-277,1188,P02545,LMNA,Prelamin-A/C,LMNA_HUMAN,85,2121.420931,22.21420931,MSan2,LMF1,"nucleus,nuclear envelope,lamin filament,nucleoplasm,cytosol,nuclear speck,extracellular matrix,nuclear membrane","structural molecule activity,protein binding","mitotic nuclear envelope disassembly,mitotic nuclear envelope reassembly,regulation of cell migration,establishment or maintenance of microtubule cytoskeleton polarity,protein localization to nucleus,sterol regulatory element binding protein import into nucleus,IRE1-mediated unfolded protein response,ventricular cardiac muscle cell development,cellular response to hypoxia,negative regulation of mesenchymal cell proliferation,negative regulation of release of cytochrome c from mitochondria,positive regulation of cell aging,regulation of protein localization to nucleus,negative regulation of extrinsic apoptotic signaling pathway"
MSan2 / LMF1,Q02952,Q02952,-4.911809309,4.911809309,7.09E-277,1.15E-275,1242,Q02952,AKAP12,A-kinase anchor protein 12,AKA12_HUMAN,76,-96.67801196,0.03321988,MSan2,LMF1,"cytoplasm,cytosol,cytoskeleton,plasma membrane,focal adhesion,cell cortex","protein binding,adenylate cyclase binding,protein kinase A binding","protein targeting,G-protein coupled receptor signaling pathway,positive regulation of protein kinase A signaling,positive regulation of cAMP biosynthetic process,regulation of protein kinase C signaling"
